"Word","CEFR"
"around","A1"
"next","A1"
"full","A1"
"European","A1"
"write","A1"
"try","A1"
"point","A1"
"when","A1"
"she","A1"
"hold","A1"
"child","A1"
"bring","A1"
"old","A1"
"important","A1"
"ask","A1"
"mean","A1"
"out","A1"
"please","A1"
"week","A1"
"again","A1"
"possible","A1"
"able","A1"
"tell","A1"
"meet","A1"
"against","A1"
"man","A1"
"that","A1"
"might","A1"
"Scotland","A1"
"feel","A1"
"always","A1"
"country","A1"
"seem","A1"
"long","A1"
"play","A1"
"month","A1"
"why","A1"
"change","A1"
"need","A1"
"Britain","A1"
"really","A1"
"together","A1"
"live","A1"
"name","A1"
"like","A1"
"book","A1"
"often","A1"
"question","A1"
"never","A1"
"family","A1"
"Europe","A1"
"learn","A1"
"late","A1"
"change","A1"
"school","A1"
"early","A1"
"rather","A1"
"read","A1"
"move","A1"
"away","A1"
"line","A1"
"free","A1"
"fact","A1"
"down","A1"
"few","A1"
"off","A1"
"something","A1"
"already","A1"
"whether","A1"
"right","A1"
"send","A1"
"carry","A1"
"idea","A1"
"other","A1"
"ensure","A1"
"these","A1"
"hour","A1"
"pay","A1"
"hand","A1"
"side","A1"
"cover","A1"
"believe","A1"
"across","A1"
"young","A1"
"four","A1"
"Wales","A1"
"one","A1"
"much","A1"
"once","A1"
"Scottish","A1"
"turn","A1"
"those","A1"
"let","A1"
"both","A1"
"word","A1"
"type","A1"
"cost","A1"
"lot","A1"
"second","A1"
"big","A1"
"on","A1"
"special","A1"
"where","A1"
"Internet","A1"
"late","A1"
"expect","A1"
"no","A1"
"apply","A1"
"action","A1"
"yet","A1"
"person","A1"
"easy","A1"
"reason","A1"
"only","A1"
"ever","A1"
"today","A1"
"contain","A1"
"Ireland","A1"
"real","A1"
"body","A1"
"publish","A1"
"centre","A1"
"short","A1"
"organisation","A1"
"money","A1"
"happen","A1"
"hear","A1"
"house","A1"
"join","A1"
"understand","A1"
"grow","A1"
"choose","A1"
"clear","A1"
"decide","A1"
"friend","A1"
"most","A1"
"most","A1"
"lose","A1"
"date","A1"
"water","A1"
"almost","A1"
"quite","A1"
"manage","A1"
"whole","A1"
"five","A1"
"Jesus","A1"
"age","A1"
"job","A1"
"minute","A1"
"buy","A1"
"open","A1"
"spend","A1"
"top","A1"
"open","A1"
"room","A1"
"currently","A1"
"night","A1"
"market","A1"
"each","A1"
"pass","A1"
"building","A1"
"matter","A1"
"hope","A1"
"soon","A1"
"agree","A1"
"strong","A1"
"enjoy","A1"
"establish","A1"
"towards","A1"
"themselves","A1"
"field","A1"
"paper","A1"
"especially","A1"
"woman","A1"
"wish","A1"
"along","A1"
"first","A1"
"until","A1"
"though","A1"
"since","A1"
"probably","A1"
"office","A1"
"bad","A1"
"key","A1"
"speak","A1"
"enable","A1"
"bit","A1"
"car","A1"
"stage","A1"
"seek","A1"
"price","A1"
"hard","A1"
"party","A1"
"record","A1"
"since","A1"
"kind","A1"
"win","A1"
"addition","A1"
"head","A1"
"right","A1"
"perhaps","A1"
"user","A1"
"difficult","A1"
"nothing","A1"
"stand","A1"
"fall","A1"
"France","A1"
"space","A1"
"sure","A1"
"game","A1"
"explain","A1"
"ground","A1"
"above","A1"
"serve","A1"
"likely","A1"
"draw","A1"
"care","A1"
"actually","A1"
"America","A1"
"usually","A1"
"anything","A1"
"place","A1"
"million","A1"
"American","A1"
"certain","A1"
"remember","A1"
"response","A1"
"less","A1"
"United States","A1"
"road","A1"
"little","A1"
"choice","A1"
"amount","A1"
"Christ","A1"
"American","A1"
"among","A1"
"stop","A1"
"long","A1"
"maintain","A1"
"talk","A1"
"music","A1"
"sell","A1"
"six","A1"
"French","A1"
"food","A1"
"size","A1"
"city","A1"
"news","A1"
"mind","A1"
"anyone","A1"
"per","A1"
"situation","A1"
"third","A1"
"sense","A1"
"Christmas","A1"
"significant","A1"
"someone","A1"
"break","A1"
"story","A1"
"difference","A1"
"few","A1"
"ago","A1"
"picture","A1"
"chance","A1"
"step","A1"
"town","A1"
"everyone","A1"
"bear","A1"
"forward","A1"
1,"A1"
"end","A1"
"face","A1"
"computer","A1"
"drive","A1"
"whose","A1"
"Christian","A1"
"check","A1"
"die","A1"
"help","A1"
"light","A1"
"sit","A1"
"save","A1"
"sometimes","A1"
"German","A1"
"content","A1"
"past","A1"
"focus","A1"
"behind","A1"
"promote","A1"
"relevant","A1"
"heart","A1"
"walk","A1"
"language","A1"
"Germany","A1"
"early","A1"
"piece","A1"
"up","A1"
"until","A1"
"copy","A1"
"close","A1"
"impact","A1"
"eye","A1"
"solution","A1"
"interested","A1"
"obtain","A1"
"post","A1"
"letter","A1"
"sale","A1"
"instead","A1"
"moment","A1"
"rest","A1"
"top","A1"
"thus","A1"
"organise","A1"
"degree","A1"
"despite","A1"
"everything","A1"
"stay","A1"
"media","A1"
"show","A1"
"off","A1"
"least","A1"
"land","A1"
"interesting","A1"
"love","A1"
"else","A1"
"start","A1"
"parent","A1"
"poor","A1"
"charge","A1"
"wait","A1"
"near","A1"
"location","A1"
"analysis","A1"
"unit","A1"
"operation","A1"
"compare","A1"
"arrive","A1"
"around","A1"
"colour","A1"
"teach","A1"
"watch","A1"
"test","A1"
"himself","A1"
"society","A1"
"depend","A1"
"reflect","A1"
"couple","A1"
"table","A1"
"directly","A1"
"film","A1"
"club","A1"
"happy","A1"
"certainly","A1"
"author","A1"
"outside","A1"
"post","A1"
"player","A1"
"least","A1"
"close","A1"
"natural","A1"
"indeed","A1"
"means","A1"
"right","A1"
"central","A1"
"look","A1"
"lie","A1"
"manager","A1"
"deal","A1"
"cut","A1"
"morning","A1"
"explore","A1"
"war","A1"
"call","A1"
"summer","A1"
"Christian","A1"
"what","A1"
"foot","A1"
"mention","A1"
"evening","A1"
"longer","A1"
"either","A1"
"miss","A1"
"provision","A1"
"fill","A1"
"Australia","A1"
"sound","A1"
"essential","A1"
"card","A1"
"answer","A1"
"quickly","A1"
"record","A1"
"easily","A1"
"air","A1"
"propose","A1"
"former","A1"
"serious","A1"
"teacher","A1"
"shop","A1"
"ten","A1"
"front","A1"
"huge","A1"
"treat","A1"
"software","A1"
"board","A1"
"communication","A1"
"technique","A1"
"face","A1"
"challenge","A1"
"client","A1"
"door","A1"
"contribute","A1"
"potential","A1"
"mile","A1"
"box","A1"
"associate","A1"
"Irish","A1"
"either","A1"
"China","A1"
"because","A1"
"video","A1"
"fine","A1"
"extra","A1"
"assessment","A1"
"entry","A1"
"season","A1"
"pressure","A1"
"principle","A1"
"safe","A1"
"wrong","A1"
"define","A1"
"finish","A1"
"normal","A1"
"sort","A1"
"progress","A1"
"demonstrate","A1"
"half","A1"
"unless","A1"
"fit","A1"
"more","A1"
"task","A1"
"window","A1"
"pick","A1"
"whom","A1"
"little","A1"
"onto","A1"
"United Kingdom","A1"
"sign","A1"
"church","A1"
"animal","A1"
"white","A1"
"phone","A1"
"wall","A1"
"economic","A1"
"sign","A1"
"thousand","A1"
"officer","A1"
"partnership","A1"
"street","A1"
"machine","A1"
"collect","A1"
"growth","A1"
"importance","A1"
"improvement","A1"
"detailed","A1"
"station","A1"
"fun","A1"
"love","A1"
"enough","A1"
"invite","A1"
"locate","A1"
"nearly","A1"
"yourself","A1"
"back","A1"
"whatever","A1"
"black","A1"
"listen","A1"
"ready","A1"
"thank","A1"
"forget","A1"
"seven","A1"
"myself","A1"
"nice","A1"
"exactly","A1"
"girl","A1"
"mother","A1"
"boy","A1"
"wear","A1"
"maybe","A1"
"bed","A1"
"eight","A1"
"weekend","A1"
"father","A1"
"hot","A1"
"little","A1"
"pull","A1"
"red","A1"
"pretty","A1"
"park","A1"
"doctor","A1"
"chair","A1"
"green","A1"
"bus","A1"
"stuff","A1"
"glass","A1"
"brother","A1"
"worry","A1"
"trouble","A1"
"dead","A1"
"drink","A1"
"expensive","A1"
"ball","A1"
"walk","A1"
"blue","A1"
"bird","A1"
"nine","A1"
"meal","A1"
"round","A1"
"leg","A1"
"football","A1"
"sing","A1"
"quiet","A1"
"sun","A1"
"clean","A1"
"middle","A1"
"fish","A1"
"horse","A1"
"dry","A1"
"bag","A1"
"lunch","A1"
"down","A1"
"lovely","A1"
"pound","A1"
"kitchen","A1"
"wine","A1"
"husband","A1"
"yesterday","A1"
"somewhere","A1"
"flower","A1"
"dinner","A1"
"fruit","A1"
"hair","A1"
"bedroom","A1"
"sleep","A1"
"tea","A1"
"sister","A1"
"clean","A1"
"conversation","A1"
"drink","A1"
"coffee","A1"
"mouth","A1"
"breakfast","A1"
"rain","A1"
"sorry","A1"
"ear","A1"
"taxi","A1"
"wash","A1"
"lucky","A1"
"finger","A1"
"plate","A1"
"bottle","A1"
"funny","A1"
"tomorrow","A1"
"ring","A1"
"wet","A1"
"clothes","A1"
"cup","A1"
"nobody","A1"
"yellow","A1"
"cat","A1"
"quite","A1"
"hate","A1"
"sad","A1"
"birthday","A1"
"laugh","A1"
"half","A1"
"everywhere","A1"
"egg","A1"
"chip","A1"
"everybody","A1"
"toilet","A1"
"tall","A1"
"yours","A1"
"meat","A1"
"dry","A1"
"milk","A1"
"vegetable","A1"
"bathroom","A1"
"cook","A1"
"brown","A1"
"neck","A1"
"shoe","A1"
"tooth","A1"
"bath","A1"
"trousers","A1"
"hers","A1"
"a","A1"
"I","A1"
"Monday","A1"
"Tuesday","A1"
"Wednesday","A1"
"Thursday","A1"
"Friday","A1"
"Saturday","A1"
"Sunday","A1"
"January","A1"
"February","A1"
"March","A1"
"April","A1"
"May","A1"
"June","A1"
"July","A1"
"August","A1"
"September","A1"
"October","A1"
"November","A1"
"December","A1"
"hello","A1"
"mummy","A1"
"bye","A1"
"o'clock","A1"
"daddy","A1"
"pardon","A1"
"thanks","A1"
"darling","A1"
"English","A1"
"that","A2"
"them","A2"
"may","A2"
"follow","A2"
"area","A2"
"become","A2"
"group","A2"
"set","A2"
"system","A2"
"during","A2"
"large","A2"
"such","A2"
"member","A2"
"course","A2"
"world","A2"
"case","A2"
"site","A2"
"offer","A2"
"allow","A2"
"him","A2"
"example","A2"
"company","A2"
"order","A2"
"continue","A2"
"although","A2"
"business","A2"
"page","A2"
"add","A2"
"build","A2"
"interest","A2"
"view","A2"
"opportunity","A2"
"main","A2"
"team","A2"
"student","A2"
"begin","A2"
"programme","A2"
"history","A2"
"website","A2"
"low","A2"
"improve","A2"
"wide","A2"
"power","A2"
"list","A2"
"data","A2"
"health","A2"
"particularly","A2"
"visit","A2"
"plan","A2"
"suggest","A2"
"general","A2"
"position","A2"
"therefore","A2"
"describe","A2"
"control","A2"
"upon","A2"
"present","A2"
"note","A2"
"meeting","A2"
"complete","A2"
"cause","A2"
"national","A2"
"single","A2"
"advice","A2"
"itself","A2"
"decision","A2"
"similar","A2"
"reach","A2"
"common","A2"
"that","A2"
"account","A2"
"necessary","A2"
"recently","A2"
"rate","A2"
"education","A2"
"plan","A2"
"deliver","A2"
"original","A2"
"simple","A2"
"law","A2"
"enter","A2"
"note","A2"
"accept","A2"
"comment","A2"
"success","A2"
"technology","A2"
"excellent","A2"
"present","A2"
"property","A2"
"prepare","A2"
"successful","A2"
"model","A2"
"useful","A2"
"set","A2"
"human","A2"
"requirement","A2"
"private","A2"
"deal","A2"
"affect","A2"
"relationship","A2"
"accord","A2"
"online","A2"
"web","A2"
"death","A2"
"text","A2"
"customer","A2"
"email","A2"
"additional","A2"
"prove","A2"
"effort","A2"
"discussion","A2"
"share","A2"
"art","A2"
"network","A2"
"ability","A2"
"fail","A2"
"complete","A2"
"figure","A2"
"style","A2"
"visit","A2"
"strategy","A2"
"modern","A2"
"address","A2"
"rule","A2"
"message","A2"
"act","A2"
"character","A2"
"below","A2"
"below","A2"
"popular","A2"
"attention","A2"
"regular","A2"
"highly","A2"
"generally","A2"
"claim","A2"
"basic","A2"
"percent","A2"
"beyond","A2"
"tool","A2"
"study","A2"
"undertake","A2"
"address","A2"
"partner","A2"
"unique","A2"
"replace","A2"
"travel","A2"
"equipment","A2"
"session","A2"
"file","A2"
"publication","A2"
"discover","A2"
"security","A2"
"leader","A2"
"background","A2"
"track","A2"
"total","A2"
"energy","A2"
"suffer","A2"
"direction","A2"
"department","A2"
"measure","A2"
"aware","A2"
"launch","A2"
"difficulty","A2"
"control","A2"
"funding","A2"
"teaching","A2"
"immediately","A2"
"list","A2"
"express","A2"
"route","A2"
"respect","A2"
"suitable","A2"
"through","A2"
"catch","A2"
"shall","A2"
"alone","A2"
"completely","A2"
"university","A2"
"holiday","A2"
"combine","A2"
"proposal","A2"
"goal","A2"
"contract","A2"
"survey","A2"
"Israel","A2"
"village","A2"
"assist","A2"
"worth","A2"
"point","A2"
"beautiful","A2"
"reading","A2"
"floor","A2"
"science","A2"
"African","A2"
"garden","A2"
"band","A2"
"play","A2"
"initiative","A2"
"thought","A2"
"bar","A2"
"arrange","A2"
"technical","A2"
"Canada","A2"
"realise","A2"
"existing","A2"
"deep","A2"
"voice","A2"
"circumstances","A2"
"extremely","A2"
"trip","A2"
"objective","A2"
"kill","A2"
"examine","A2"
"name","A2"
"award","A2"
"separate","A2"
"format","A2"
"fire","A2"
"tree","A2"
"focus","A2"
"except","A2"
"eat","A2"
"police","A2"
"normally","A2"
"description","A2"
"firm","A2"
"press","A2"
"hospital","A2"
"bank","A2"
"memory","A2"
"half","A2"
"son","A2"
"nor","A2"
"surface","A2"
"council","A2"
"speed","A2"
"perfect","A2"
"song","A2"
"library","A2"
"generate","A2"
"sport","A2"
"court","A2"
"before","A2"
"telephone","A2"
"move","A2"
"credit","A2"
"theme","A2"
"status","A2"
"Bible","A2"
"map","A2"
"reader","A2"
"arise","A2"
"test","A2"
"length","A2"
"plant","A2"
"submit","A2"
"Italy","A2"
"answer","A2"
"lay","A2"
"hit","A2"
"guidance","A2"
"wife","A2"
"talk","A2"
"mark","A2"
"assume","A2"
"own","A2"
"distance","A2"
"protection","A2"
"screen","A2"
"handle","A2"
"argue","A2"
"throw","A2"
"less","A2"
"head","A2"
"interview","A2"
"plus","A2"
"Spain","A2"
"eventually","A2"
"tend","A2"
"Japan","A2"
"global","A2"
"pattern","A2"
"none","A2"
"turn","A2"
"quick","A2"
"Jewish","A2"
"environmental","A2"
"fight","A2"
"cost","A2"
"construction","A2"
"either","A2"
"famous","A2"
"debate","A2"
"mainly","A2"
"workshop","A2"
"drop","A2"
"otherwise","A2"
"exercise","A2"
"beginning","A2"
"failure","A2"
"regulation","A2"
"race","A2"
"sea","A2"
"employee","A2"
"doubt","A2"
"storey","A2"
"ahead","A2"
"damage","A2"
"investigate","A2"
"fix","A2"
"critical","A2"
"light","A2"
"potential","A2"
"employment","A2"
"photo","A2"
"thanks","A2"
"capital","A2"
"match","A2"
"capacity","A2"
"edge","A2"
"feeling","A2"
"train","A2"
"whole","A2"
"drug","A2"
"reality","A2"
"apart","A2"
"comprehensive","A2"
"rich","A2"
"outcome","A2"
"possibly","A2"
"Italian","A2"
"usual","A2"
"slightly","A2"
"fan","A2"
"charge","A2"
"Chinese","A2"
"spirit","A2"
"committee","A2"
"star","A2"
"highlight","A2"
"consideration","A2"
"resident","A2"
"argument","A2"
"enough","A2"
"fair","A2"
"effectively","A2"
"purchase","A2"
"magazine","A2"
"unfortunately","A2"
"representative","A2"
"journey","A2"
"fast","A2"
"heavy","A2"
"above","A2"
"once","A2"
"second","A2"
"wonderful","A2"
"path","A2"
"sound","A2"
"fly","A2"
"exciting","A2"
"originally","A2"
"external","A2"
"past","A2"
"appoint","A2"
"near","A2"
"expand","A2"
"photograph","A2"
"install","A2"
"income","A2"
"weight","A2"
"very","A2"
"closely","A2"
"run","A2"
"arm","A2"
"there","A2"
"friendly","A2"
"setting","A2"
"admit","A2"
"touch","A2"
"association","A2"
"refuse","A2"
"internal","A2"
"obvious","A2"
"secure","A2"
"driver","A2"
"retain","A2"
"obviously","A2"
"hotel","A2"
"employer","A2"
"weather","A2"
"balance","A2"
"along","A2"
"correct","A2"
"age","A2"
"Catholic","A2"
"cross","A2"
"agent","A2"
"ideal","A2"
"Japanese","A2"
"blood","A2"
"historical","A2"
"stock","A2"
"suppose","A2"
"drive","A2"
"writer","A2"
"notice","A2"
"fast","A2"
"attitude","A2"
"stone","A2"
"fresh","A2"
"good","A2"
"corner","A2"
"engine","A2"
"wonder","A2"
"opening","A2"
"award","A2"
"investigation","A2"
"insurance","A2"
"push","A2"
"specifically","A2"
"incorporate","A2"
"live","A2"
"writing","A2"
"earth","A2"
"notice","A2"
"budget","A2"
"hope","A2"
"tax","A2"
"actual","A2"
"consequence","A2"
"rock","A2"
"afternoon","A2"
"instruction","A2"
"mark","A2"
"break","A2"
"educational","A2"
"since","A2"
"busy","A2"
"device","A2"
"traffic","A2"
"error","A2"
"truth","A2"
"neither","A2"
"neither","A2"
"survive","A2"
"college","A2"
"African","A2"
"inside","A2"
"appearance","A2"
"approximately","A2"
"Iraqui","A2"
"colleague","A2"
"oil","A2"
"radio","A2"
"little","A2"
"feed","A2"
"river","A2"
"digital","A2"
"lesson","A2"
"proper","A2"
"truly","A2"
"entitle","A2"
"recommendation","A2"
"store","A2"
"entirely","A2"
"train","A2"
"Asia","A2"
"dark","A2"
"beat","A2"
"profile","A2"
"edit","A2"
"electronic","A2"
"fairly","A2"
"threat","A2"
"distribution","A2"
"Latin","A2"
"Muslim","A2"
"plenty","A2"
"behalf","A2"
"permission","A2"
"approve","A2"
"shape","A2"
"observe","A2"
"aid","A2"
"valuable","A2"
"seat","A2"
"injury","A2"
"appreciate","A2"
"television","A2"
"numerous","A2"
"fantastic","A2"
"properly","A2"
"newspaper","A2"
"joint","A2"
"carefully","A2"
"double","A2"
"Welsh","A2"
"stick","A2"
"peace","A2"
"cover","A2"
"Jew","A2"
"ticket","A2"
"hard","A2"
"challenge","A2"
"sure","A2"
"suit","A2"
"brand","A2"
"care","A2"
"implication","A2"
"match","A2"
"key","A2"
"destroy","A2"
"illustrate","A2"
"Spanish","A2"
"sufficient","A2"
"reasonable","A2"
"imagine","A2"
"baby","A2"
"above","A2"
"healthy","A2"
"preparation","A2"
"pain","A2"
"divide","A2"
"apparently","A2"
"dog","A2"
"camera","A2"
"union","A2"
"feedback","A2"
"restaurant","A2"
"frequently","A2"
"Greek","A2"
"trust","A2"
"warm","A2"
"daughter","A2"
"pair","A2"
"prefer","A2"
"less","A2"
"cold","A2"
"winter","A2"
"twice","A2"
"self","A2"
"ignore","A2"
"reduction","A2"
"cell","A2"
"belief","A2"
"host","A2"
"appointment","A2"
"check","A2"
"speech","A2"
"book","A2"
"concentrate","A2"
"impossible","A2"
"gather","A2"
"living","A2"
"ancient","A2"
"anyway","A2"
"favourite","A2"
"exchange","A2"
"Russian","A2"
"tip","A2"
"settle","A2"
"immediate","A2"
"oh","A2"
"definition","A2"
"New Zealand","A2"
"quarter","A2"
"gift","A2"
"bottom","A2"
"rely","A2"
"French","A2"
"equally","A2"
"brief","A2"
"examination","A2"
"substantial","A2"
"button","A2"
"block","A2"
"voluntary","A2"
"gap","A2"
"keen","A2"
"spread","A2"
"administration","A2"
"licence","A2"
"volunteer","A2"
"host","A2"
"typical","A2"
"sight","A2"
"cash","A2"
"input","A2"
"hang","A2"
"score","A2"
"belong","A2"
"spot","A2"
"speaker","A2"
"identity","A2"
"boat","A2"
"output","A2"
"totally","A2"
"gas","A2"
"bill","A2"
"slow","A2"
"ourselves","A2"
"equal","A2"
"vast","A2"
"faith","A2"
"following","A2"
"store","A2"
"cycle","A2"
"wind","A2"
"seriously","A2"
"will","A2"
"outline","A2"
"accident","A2"
"Asian","A2"
"estate","A2"
"mental","A2"
"pool","A2"
"waste","A2"
"massive","A2"
"Welsh","A2"
"mostly","A2"
"guarantee","A2"
"comparison","A2"
"origin","A2"
"proportion","A2"
"while","A2"
"absolutely","A2"
"kid","A2"
"sheet","A2"
"depth","A2"
"meaning","A2"
"permit","A2"
"flexible","A2"
"profit","A2"
"straight","A2"
"division","A2"
"quote","A2"
"phase","A2"
"chapter","A2"
"burn","A2"
"secondary","A2"
"outside","A2"
"over","A2"
"album","A2"
"election","A2"
"menu","A2"
"movie","A2"
"domestic","A2"
"foundation","A2"
"Indian","A2"
"dream","A2"
"promise","A2"
"wood","A2"
"back","A2"
"extension","A2"
"comfortable","A2"
"mountain","A2"
"amazing","A2"
"solve","A2"
"farm","A2"
"guy","A2"
"branch","A2"
"theatre","A2"
"loads","A2"
"relax","A2"
"island","A2"
"strike","A2"
"clear","A2"
"communicate","A2"
"spring","A2"
"rural","A2"
"consultant","A2"
"dangerous","A2"
"flat","A2"
"shoot","A2"
"module","A2"
"necessarily","A2"
"front","A2"
"guidelines","A2"
"outstanding","A2"
"channel","A2"
"advanced","A2"
"instrument","A2"
"practise","A2"
"automatically","A2"
"bright","A2"
"reputation","A2"
"remind","A2"
"temperature","A2"
"second","A2"
"purchase","A2"
"left","A2"
"shot","A2"
"representation","A2"
"exception","A2"
"visual","A2"
"expense","A2"
"impressive","A2"
"trend","A2"
"pub","A2"
"explanation","A2"
"manufacturer","A2"
"scientist","A2"
"declare","A2"
"repeat","A2"
"ship","A2"
"registration","A2"
"strange","A2"
"entrance","A2"
"warn","A2"
"disability","A2"
"height","A2"
"press","A2"
"attractive","A2"
"consult","A2"
"threaten","A2"
"somewhat","A2"
"earn","A2"
"shopping","A2"
"Australian","A2"
"willing","A2"
"prize","A2"
"Easter","A2"
"permanent","A2"
"anywhere","A2"
"hill","A2"
"east","A2"
"back","A2"
"beach","A2"
"soft","A2"
"leaf","A2"
"ongoing","A2"
"emergency","A2"
"expectation","A2"
"expose","A2"
"last","A2"
"hide","A2"
"master","A2"
"affair","A2"
"unlike","A2"
"unlikely","A2"
"root","A2"
"chain","A2"
"victim","A2"
"recover","A2"
"county","A2"
"premises","A2"
"engineering","A2"
"compete","A2"
"marry","A2"
"bridge","A2"
"installation","A2"
"dance","A2"
"unusual","A2"
"sex","A2"
"hole","A2"
"Islam","A2"
"boundary","A2"
"elect","A2"
"frame","A2"
"skin","A2"
"afford","A2"
"count","A2"
"cut","A2"
"recording","A2"
"mistake","A2"
"pack","A2"
"preserve","A2"
"secure","A2"
"lady","A2"
"index","A2"
"adapt","A2"
"absence","A2"
"written","A2"
"found","A2"
"crowd","A2"
"crucial","A2"
"rapidly","A2"
"suddenly","A2"
"scope","A2"
"surely","A2"
"fall","A2"
"solid","A2"
"brain","A2"
"experienced","A2"
"hand","A2"
"hall","A2"
"careful","A2"
"stop","A2"
"west","A2"
"round","A2"
"brilliant","A2"
"twenty","A2"
"north","A2"
"pay","A2"
"mind","A2"
"ring","A2"
"wedding","A2"
"kick","A2"
"honest","A2"
"blow","A2"
"south","A2"
"fault","A2"
"alive","A2"
"straight","A2"
"twelve","A2"
"bike","A2"
"middle","A2"
"cry","A2"
"thick","A2"
"ice","A2"
"van","A2"
"mine","A2"
"sick","A2"
"afraid","A2"
"pocket","A2"
"sweet","A2"
"south","A2"
"square","A2"
"glad","A2"
"desk","A2"
"boot","A2"
"exam","A2"
"thirty","A2"
"swimming","A2"
"terrible","A2"
"clock","A2"
"shut","A2"
"anybody","A2"
"hurt","A2"
"god","A2"
"hat","A2"
"bread","A2"
"cream","A2"
"knee","A2"
"dish","A2"
"shout","A2"
"dress","A2"
"snow","A2"
"green","A2"
"salt","A2"
"nose","A2"
"swim","A2"
"west","A2"
"somebody","A2"
"sugar","A2"
"cake","A2"
"tired","A2"
"sleep","A2"
"toy","A2"
"coat","A2"
"wake","A2"
"plastic","A2"
"mad","A2"
"pen","A2"
"fat","A2"
"nowhere","A2"
"fifty","A2"
"smoke","A2"
"watch","A2"
"dining","A2"
"clever","A2"
"chocolate","A2"
"loud","A2"
"fifteen","A2"
"forty","A2"
"round","A2"
"grey","A2"
"chicken","A2"
"shirt","A2"
"married","A2"
"cheese","A2"
"stupid","A2"
"eleven","A2"
"dirty","A2"
"dad","A2"
"awful","A2"
"mum","A2"
"moon","A2"
"zero","A2"
"shower","A2"
"pink","A2"
"fourteen","A2"
"sixteen","A2"
"thirteen","A2"
"eighteen","A2"
"upstairs","A2"
"sir","A2"
"granddad","A2"
"grandma","A2"
"used","A2"
"worried","A2"
"downstairs","A2"
"pleased","A2"
"east","A2"
"asleep","A2"
"carrot","A2"
"fortnight","A2"
"toast","A2"
"hurry","A2"
"banana","A2"
"crisps","A2"
"sausage","A2"
"pencil","A2"
"nought","A2"
"awake","A2"
"jeans","A2"
"pizza","A2"
"bun","A2"
"pea","A2"
"cheers","A2"
"bacon","A2"
"sock","A2"
"ham","A2"
"sixty","A2"
"seventy","A2"
"eighty","A2"
"ninety","A2"
"seventeen","A2"
"nineteen","A2"
"service","B1"
"however","B1"
"within","B1"
"available","B1"
"local","B1"
"develop","B1"
"issue","B1"
"level","B1"
"lead","B1"
"require","B1"
"development","B1"
"form","B1"
"result","B1"
"involve","B1"
"detail","B1"
"further","B1"
"receive","B1"
"event","B1"
"support","B1"
"experience","B1"
"create","B1"
"base","B1"
"project","B1"
"range","B1"
"term","B1"
"consider","B1"
"support","B1"
"process","B1"
"produce","B1"
"research","B1"
"community","B1"
"activity","B1"
"government","B1"
"appear","B1"
"remain","B1"
"public","B1"
"increase","B1"
"staff","B1"
"study","B1"
"quality","B1"
"several","B1"
"report","B1"
"particular","B1"
"current","B1"
"link","B1"
"effect","B1"
"major","B1"
"role","B1"
"period","B1"
"section","B1"
"material","B1"
"practice","B1"
"access","B1"
"value","B1"
"policy","B1"
"condition","B1"
"application","B1"
"due","B1"
"contact","B1"
"product","B1"
